shipment_id,drug_code,drug_name,origin_facility,destination_country,region,ship_date,quantity_units,batch_id,cold_chain_required,delivery_status
SHP300871,MRK-1006,Vaxishield,Singapore-Plant-03,Canada,North America,2024-08-06,11098,BATCH-24620,True,Customs Hold
SHP300872,MRK-1003,Immunext,Singapore-Plant-03,Mexico,North America,2024-02-24,48416,BATCH-74116,True,In Transit
SHP300873,MRK-1003,Immunext,NJ-Plant-01,Germany,EMEA,2025-08-30,36541,BATCH-62044,True,Delivered
SHP300874,MRK-1006,Vaxishield,Ireland-Plant-02,Brazil,Latin America,2025-11-26,30679,BATCH-73444,True,Delivered
SHP300875,MRK-1001,Cardiozin,Singapore-Plant-03,India,APAC,2025-08-01,34175,BATCH-69142,False,Customs Hold
SHP300876,MRK-1001,Cardiozin,Singapore-Plant-03,Chile,Latin America,2024-10-26,23192,BATCH-91100,False,Delivered
SHP300877,MRK-1006,Vaxishield,Ireland-Plant-02,Germany,EMEA,2024-09-17,18467,BATCH-16700,True,Delivered
SHP300878,MRK-1003,Immunext,Ireland-Plant-02,USA,North America,2026-03-05,42849,BATCH-78254,True,In Transit
SHP300879,MRK-1008,Dermalyx,Singapore-Plant-03,USA,North America,2026-02-01,20795,BATCH-55379,False,Delivered
SHP300880,MRK-1003,Immunext,NJ-Plant-01,South Korea,APAC,2025-04-08,26491,BATCH-41161,True,Delivered
SHP300881,MRK-1005,Neuroplex,NJ-Plant-01,Mexico,North America,2026-03-10,47609,BATCH-45801,False,Customs Hold
SHP300882,MRK-1008,Dermalyx,Singapore-Plant-03,Australia,APAC,2025-10-02,5009,BATCH-29162,False,In Transit
SHP300883,MRK-1007,Pulmocare,Singapore-Plant-03,USA,North America,2024-03-18,16463,BATCH-97166,False,In Transit
SHP300884,MRK-1008,Dermalyx,Ireland-Plant-02,Germany,EMEA,2024-02-19,49674,BATCH-23124,False,In Transit
SHP300885,MRK-1004,Glucostat,Singapore-Plant-03,South Korea,APAC,2024-03-02,7089,BATCH-50698,False,In Transit
SHP300886,MRK-1003,Immunext,Singapore-Plant-03,USA,North America,2024-08-28,35589,BATCH-81683,True,In Transit
SHP300887,MRK-1006,Vaxishield,Singapore-Plant-03,UK,EMEA,2024-02-02,36556,BATCH-35819,True,Delivered
SHP300888,MRK-1007,Pulmocare,Ireland-Plant-02,Mexico,North America,2026-03-09,42257,BATCH-39132,False,Customs Hold
SHP300889,MRK-1001,Cardiozin,Ireland-Plant-02,Germany,EMEA,2025-10-26,46467,BATCH-42182,False,Customs Hold
SHP300890,MRK-1001,Cardiozin,Singapore-Plant-03,Chile,Latin America,2025-06-06,39330,BATCH-50141,False,Customs Hold
SHP300891,MRK-1007,Pulmocare,NJ-Plant-01,Brazil,Latin America,2024-02-17,3301,BATCH-56345,False,In Transit
SHP300892,MRK-1002,Oncavera,Ireland-Plant-02,Japan,APAC,2026-03-10,3800,BATCH-11158,False,Customs Hold
SHP300893,MRK-1002,Oncavera,Ireland-Plant-02,Brazil,Latin America,2024-10-02,37241,BATCH-13615,False,Delayed
SHP300894,MRK-1002,Oncavera,Singapore-Plant-03,UK,EMEA,2025-04-14,920,BATCH-58668,False,Delivered
SHP300895,MRK-1002,Oncavera,Ireland-Plant-02,Mexico,North America,2024-09-28,42612,BATCH-57422,False,Delayed
SHP300896,MRK-1006,Vaxishield,Singapore-Plant-03,Chile,Latin America,2025-04-28,9790,BATCH-61829,True,Delayed
SHP300897,MRK-1006,Vaxishield,Ireland-Plant-02,Brazil,Latin America,2025-09-06,12693,BATCH-66070,True,Customs Hold
SHP300898,MRK-1002,Oncavera,Singapore-Plant-03,South Africa,EMEA,2025-04-01,48627,BATCH-25247,False,Customs Hold
SHP300899,MRK-1003,Immunext,Ireland-Plant-02,Brazil,Latin America,2025-08-21,23724,BATCH-23965,True,In Transit
SHP300900,MRK-1007,Pulmocare,NJ-Plant-01,Argentina,Latin America,2025-07-10,14836,BATCH-58792,False,Delayed
SHP300901,MRK-1008,Dermalyx,Singapore-Plant-03,South Africa,EMEA,2024-04-10,13318,BATCH-78780,False,Customs Hold
SHP300902,MRK-1005,Neuroplex,NJ-Plant-01,USA,North America,2026-01-16,9661,BATCH-95888,False,Delayed
SHP300903,MRK-1007,Pulmocare,Ireland-Plant-02,Canada,North America,2024-10-31,26123,BATCH-33056,False,Customs Hold
SHP300904,MRK-1007,Pulmocare,Singapore-Plant-03,UK,EMEA,2024-01-01,19954,BATCH-24476,False,Delivered
SHP300905,MRK-1008,Dermalyx,NJ-Plant-01,Brazil,Latin America,2025-12-01,20042,BATCH-92078,False,Delivered
SHP300906,MRK-1006,Vaxishield,NJ-Plant-01,France,EMEA,2025-06-07,15361,BATCH-88769,True,Customs Hold
SHP300907,MRK-1007,Pulmocare,NJ-Plant-01,South Africa,EMEA,2024-09-25,31904,BATCH-42801,False,Customs Hold
SHP300908,MRK-1006,Vaxishield,Singapore-Plant-03,Chile,Latin America,2025-08-01,25895,BATCH-76914,True,Customs Hold
SHP300909,MRK-1001,Cardiozin,NJ-Plant-01,South Africa,EMEA,2025-07-18,37117,BATCH-10391,False,Delivered
SHP300910,MRK-1005,Neuroplex,Singapore-Plant-03,South Africa,EMEA,2025-11-30,40041,BATCH-39863,False,Customs Hold
SHP300911,MRK-1004,Glucostat,Singapore-Plant-03,Canada,North America,2025-08-13,12370,BATCH-29001,False,Delivered
SHP300912,MRK-1003,Immunext,Singapore-Plant-03,Brazil,Latin America,2025-01-27,22115,BATCH-39236,True,Delayed
SHP300913,MRK-1002,Oncavera,Singapore-Plant-03,Canada,North America,2024-02-21,25214,BATCH-99861,False,In Transit
SHP300914,MRK-1002,Oncavera,NJ-Plant-01,Mexico,North America,2025-04-07,11663,BATCH-77313,False,In Transit
SHP300915,MRK-1005,Neuroplex,NJ-Plant-01,Brazil,Latin America,2025-06-15,13120,BATCH-21469,False,Delivered
SHP300916,MRK-1008,Dermalyx,Ireland-Plant-02,Chile,Latin America,2024-02-24,31987,BATCH-98754,False,Customs Hold
SHP300917,MRK-1005,Neuroplex,Ireland-Plant-02,Argentina,Latin America,2025-08-18,40758,BATCH-91825,False,Delivered
SHP300918,MRK-1006,Vaxishield,NJ-Plant-01,UK,EMEA,2024-04-19,32634,BATCH-24467,True,Delayed
SHP300919,MRK-1007,Pulmocare,Singapore-Plant-03,South Korea,APAC,2024-12-30,34367,BATCH-22441,False,Delivered
SHP300920,MRK-1001,Cardiozin,Singapore-Plant-03,Brazil,Latin America,2025-05-19,14345,BATCH-99746,False,Delayed
SHP300921,MRK-1007,Pulmocare,NJ-Plant-01,Germany,EMEA,2025-02-21,13614,BATCH-32041,False,Customs Hold
SHP300922,MRK-1006,Vaxishield,Singapore-Plant-03,South Korea,APAC,2026-04-17,12165,BATCH-64318,True,Delivered
SHP300923,MRK-1007,Pulmocare,Singapore-Plant-03,South Korea,APAC,2024-08-11,32481,BATCH-76468,False,Delivered
SHP300924,MRK-1002,Oncavera,NJ-Plant-01,Germany,EMEA,2025-02-05,35260,BATCH-16207,False,Delivered
SHP300925,MRK-1004,Glucostat,Ireland-Plant-02,Canada,North America,2024-03-19,28419,BATCH-55620,False,In Transit
SHP300926,MRK-1003,Immunext,NJ-Plant-01,Canada,North America,2024-08-15,45788,BATCH-65258,True,Delivered
SHP300927,MRK-1004,Glucostat,Ireland-Plant-02,Canada,North America,2025-09-20,35029,BATCH-45095,False,Delivered
SHP300928,MRK-1001,Cardiozin,Singapore-Plant-03,Japan,APAC,2024-09-05,31709,BATCH-31409,False,Delayed
SHP300929,MRK-1005,Neuroplex,Ireland-Plant-02,Australia,APAC,2025-05-30,15239,BATCH-65194,False,In Transit
SHP300930,MRK-1002,Oncavera,Singapore-Plant-03,South Africa,EMEA,2026-05-21,18748,BATCH-38551,False,In Transit
SHP300931,MRK-1003,Immunext,Ireland-Plant-02,Australia,APAC,2024-04-18,29201,BATCH-19140,True,In Transit
SHP300932,MRK-1006,Vaxishield,Ireland-Plant-02,Mexico,North America,2026-01-26,17150,BATCH-65177,True,In Transit
SHP300933,MRK-1002,Oncavera,NJ-Plant-01,UK,EMEA,2025-02-19,2945,BATCH-81041,False,Customs Hold
SHP300934,MRK-1004,Glucostat,NJ-Plant-01,Australia,APAC,2024-09-21,6900,BATCH-82726,False,Delayed
SHP300935,MRK-1006,Vaxishield,NJ-Plant-01,Germany,EMEA,2024-11-17,26033,BATCH-16910,True,In Transit
SHP300936,MRK-1001,Cardiozin,Singapore-Plant-03,Chile,Latin America,2025-02-13,34664,BATCH-54259,False,Delivered
SHP300937,MRK-1007,Pulmocare,Singapore-Plant-03,Australia,APAC,2026-06-22,38464,BATCH-70924,False,In Transit
SHP300938,MRK-1005,Neuroplex,Singapore-Plant-03,Mexico,North America,2026-02-06,40560,BATCH-33047,False,Delivered
SHP300939,MRK-1008,Dermalyx,Ireland-Plant-02,Chile,Latin America,2026-03-06,12832,BATCH-95308,False,Delivered
SHP300940,MRK-1007,Pulmocare,NJ-Plant-01,Chile,Latin America,2024-03-06,4860,BATCH-38284,False,Customs Hold
SHP300941,MRK-1004,Glucostat,Singapore-Plant-03,Argentina,Latin America,2024-01-30,31840,BATCH-27836,False,Delivered
SHP300942,MRK-1008,Dermalyx,NJ-Plant-01,France,EMEA,2024-01-12,46791,BATCH-50059,False,In Transit
SHP300943,MRK-1003,Immunext,Singapore-Plant-03,France,EMEA,2024-04-06,45611,BATCH-78840,True,In Transit
SHP300944,MRK-1001,Cardiozin,NJ-Plant-01,Chile,Latin America,2026-07-23,16597,BATCH-40761,False,Customs Hold
SHP300945,MRK-1006,Vaxishield,NJ-Plant-01,Japan,APAC,2024-04-06,36169,BATCH-95041,True,Delayed
SHP300946,MRK-1005,Neuroplex,Ireland-Plant-02,India,APAC,2024-10-30,36724,BATCH-30355,False,Delivered
SHP300947,MRK-1003,Immunext,Ireland-Plant-02,India,APAC,2026-04-07,49910,BATCH-10959,True,Delayed
SHP300948,MRK-1008,Dermalyx,NJ-Plant-01,Argentina,Latin America,2025-12-19,6454,BATCH-97596,False,Customs Hold
SHP300949,MRK-1002,Oncavera,Singapore-Plant-03,South Korea,APAC,2024-10-07,1028,BATCH-85491,False,Delayed
SHP300950,MRK-1002,Oncavera,Singapore-Plant-03,South Korea,APAC,2024-12-25,13109,BATCH-80667,False,Delivered
SHP300951,MRK-1004,Glucostat,Singapore-Plant-03,Brazil,Latin America,2024-11-23,20884,BATCH-27594,False,Delayed
SHP300952,MRK-1006,Vaxishield,NJ-Plant-01,Mexico,North America,2025-10-10,41367,BATCH-76659,True,In Transit
SHP300953,MRK-1007,Pulmocare,NJ-Plant-01,Mexico,North America,2026-07-12,5126,BATCH-94279,False,In Transit
SHP300954,MRK-1006,Vaxishield,NJ-Plant-01,Argentina,Latin America,2025-09-23,18009,BATCH-85747,True,In Transit
SHP300955,MRK-1001,Cardiozin,Singapore-Plant-03,UK,EMEA,2025-05-06,25549,BATCH-60017,False,Customs Hold
SHP300956,MRK-1007,Pulmocare,NJ-Plant-01,UK,EMEA,2025-08-06,23239,BATCH-40371,False,Customs Hold
SHP300957,MRK-1002,Oncavera,Singapore-Plant-03,Japan,APAC,2026-05-04,4787,BATCH-81010,False,In Transit
SHP300958,MRK-1001,Cardiozin,Singapore-Plant-03,France,EMEA,2024-05-09,18879,BATCH-92696,False,In Transit
SHP300959,MRK-1005,Neuroplex,NJ-Plant-01,Canada,North America,2025-03-10,44628,BATCH-77159,False,In Transit
SHP300960,MRK-1005,Neuroplex,Singapore-Plant-03,Brazil,Latin America,2024-07-25,20154,BATCH-77815,False,In Transit
SHP300961,MRK-1004,Glucostat,NJ-Plant-01,India,APAC,2025-04-28,24809,BATCH-79050,False,Customs Hold
SHP300962,MRK-1007,Pulmocare,Ireland-Plant-02,Japan,APAC,2025-06-03,28985,BATCH-47744,False,In Transit
SHP300963,MRK-1005,Neuroplex,NJ-Plant-01,UK,EMEA,2025-01-27,41146,BATCH-82677,False,Delayed
SHP300964,MRK-1006,Vaxishield,Ireland-Plant-02,Canada,North America,2024-10-02,13882,BATCH-12845,True,Delayed
SHP300965,MRK-1003,Immunext,Singapore-Plant-03,Australia,APAC,2026-06-19,31931,BATCH-11082,True,In Transit
SHP300966,MRK-1007,Pulmocare,Ireland-Plant-02,Argentina,Latin America,2024-11-30,14231,BATCH-88766,False,Delivered
SHP300967,MRK-1008,Dermalyx,Ireland-Plant-02,Argentina,Latin America,2024-02-15,17448,BATCH-26331,False,In Transit
SHP300968,MRK-1001,Cardiozin,Ireland-Plant-02,Mexico,North America,2026-03-28,39081,BATCH-45909,False,In Transit
SHP300969,MRK-1008,Dermalyx,Singapore-Plant-03,France,EMEA,2024-10-18,48968,BATCH-90022,False,Customs Hold
SHP300970,MRK-1007,Pulmocare,Singapore-Plant-03,Argentina,Latin America,2025-04-05,39103,BATCH-90123,False,Delayed
SHP300971,MRK-1008,Dermalyx,Ireland-Plant-02,Canada,North America,2025-12-18,7479,BATCH-94210,False,Delivered
SHP300972,MRK-1007,Pulmocare,Singapore-Plant-03,USA,North America,2026-05-16,17595,BATCH-67712,False,Delivered
SHP300973,MRK-1002,Oncavera,Ireland-Plant-02,USA,North America,2026-03-28,34814,BATCH-68724,False,Delivered
SHP300974,MRK-1006,Vaxishield,Ireland-Plant-02,Argentina,Latin America,2026-04-29,23994,BATCH-66640,True,Delayed
SHP300975,MRK-1001,Cardiozin,Singapore-Plant-03,Japan,APAC,2025-07-09,48208,BATCH-65361,False,Delivered
SHP300976,MRK-1002,Oncavera,Ireland-Plant-02,Argentina,Latin America,2025-11-09,19671,BATCH-83790,False,In Transit
SHP300977,MRK-1004,Glucostat,Singapore-Plant-03,India,APAC,2025-01-11,40522,BATCH-67008,False,Delayed
SHP300978,MRK-1001,Cardiozin,Singapore-Plant-03,Australia,APAC,2026-02-16,1590,BATCH-53925,False,Customs Hold
SHP300979,MRK-1007,Pulmocare,NJ-Plant-01,South Africa,EMEA,2024-12-17,20872,BATCH-27788,False,Delayed
SHP300980,MRK-1003,Immunext,Singapore-Plant-03,Brazil,Latin America,2025-04-27,46572,BATCH-87047,True,In Transit
SHP300981,MRK-1006,Vaxishield,NJ-Plant-01,Brazil,Latin America,2024-11-03,2681,BATCH-53311,True,Delivered
SHP300982,MRK-1004,Glucostat,NJ-Plant-01,South Korea,APAC,2025-03-14,49296,BATCH-59334,False,Delayed
SHP300983,MRK-1002,Oncavera,Ireland-Plant-02,Brazil,Latin America,2025-06-13,42890,BATCH-85100,False,In Transit
SHP300984,MRK-1007,Pulmocare,Ireland-Plant-02,Mexico,North America,2025-01-29,13336,BATCH-77128,False,Delayed
SHP300985,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2026-05-10,6043,BATCH-20415,False,In Transit
SHP300986,MRK-1008,Dermalyx,Singapore-Plant-03,Chile,Latin America,2024-12-07,6008,BATCH-95003,False,In Transit
SHP300987,MRK-1001,Cardiozin,Ireland-Plant-02,Australia,APAC,2024-05-30,46906,BATCH-70249,False,Delayed
SHP300988,MRK-1007,Pulmocare,Ireland-Plant-02,Brazil,Latin America,2026-07-01,14671,BATCH-52932,False,Customs Hold
SHP300989,MRK-1003,Immunext,NJ-Plant-01,USA,North America,2026-02-04,28186,BATCH-43256,True,Delayed
SHP300990,MRK-1005,Neuroplex,Singapore-Plant-03,France,EMEA,2025-02-16,33836,BATCH-59482,False,In Transit
SHP300991,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2024-03-14,44688,BATCH-35713,False,In Transit
SHP300992,MRK-1006,Vaxishield,Ireland-Plant-02,Chile,Latin America,2025-03-07,6318,BATCH-16267,True,Customs Hold
SHP300993,MRK-1004,Glucostat,Ireland-Plant-02,Canada,North America,2024-11-04,18846,BATCH-70422,False,Customs Hold
SHP300994,MRK-1007,Pulmocare,Ireland-Plant-02,South Africa,EMEA,2026-06-30,9406,BATCH-42113,False,Customs Hold
SHP300995,MRK-1008,Dermalyx,Singapore-Plant-03,Japan,APAC,2025-06-05,40755,BATCH-89358,False,Customs Hold
SHP300996,MRK-1008,Dermalyx,Singapore-Plant-03,South Korea,APAC,2026-03-02,25032,BATCH-45732,False,Delayed
SHP300997,MRK-1004,Glucostat,Ireland-Plant-02,Australia,APAC,2024-05-21,38998,BATCH-34937,False,Customs Hold
SHP300998,MRK-1008,Dermalyx,Ireland-Plant-02,Japan,APAC,2026-02-10,16230,BATCH-61025,False,Customs Hold
SHP300999,MRK-1007,Pulmocare,NJ-Plant-01,Argentina,Latin America,2024-01-26,17876,BATCH-12952,False,Customs Hold
SHP301000,MRK-1007,Pulmocare,Singapore-Plant-03,Argentina,Latin America,2024-03-23,20693,BATCH-68346,False,Delayed
SHP301001,MRK-1004,Glucostat,Ireland-Plant-02,Japan,APAC,2024-03-18,21280,BATCH-37223,False,In Transit
SHP301002,MRK-1001,Cardiozin,NJ-Plant-01,USA,North America,2025-10-20,47530,BATCH-84838,False,Delayed
SHP301003,MRK-1001,Cardiozin,Singapore-Plant-03,Argentina,Latin America,2025-02-11,23900,BATCH-76353,False,In Transit
SHP301004,MRK-1004,Glucostat,Singapore-Plant-03,Australia,APAC,2024-12-17,16501,BATCH-53716,False,Customs Hold
SHP301005,MRK-1006,Vaxishield,Singapore-Plant-03,France,EMEA,2024-07-03,13625,BATCH-27056,True,Customs Hold
SHP301006,MRK-1007,Pulmocare,NJ-Plant-01,Mexico,North America,2025-11-30,44481,BATCH-14825,False,Delayed
SHP301007,MRK-1008,Dermalyx,NJ-Plant-01,Mexico,North America,2026-01-24,5656,BATCH-17855,False,In Transit
SHP301008,MRK-1005,Neuroplex,Singapore-Plant-03,South Korea,APAC,2024-03-20,5655,BATCH-88361,False,Customs Hold
SHP301009,MRK-1006,Vaxishield,Singapore-Plant-03,USA,North America,2025-07-14,7171,BATCH-51717,True,In Transit
SHP301010,MRK-1008,Dermalyx,Ireland-Plant-02,South Korea,APAC,2025-03-12,5513,BATCH-50162,False,Customs Hold
SHP301011,MRK-1008,Dermalyx,Singapore-Plant-03,Brazil,Latin America,2025-06-06,42628,BATCH-63524,False,Customs Hold
SHP301012,MRK-1001,Cardiozin,Ireland-Plant-02,South Korea,APAC,2026-01-20,38743,BATCH-62415,False,Customs Hold
SHP301013,MRK-1003,Immunext,NJ-Plant-01,Mexico,North America,2025-01-16,47162,BATCH-58347,True,Customs Hold
SHP301014,MRK-1006,Vaxishield,Singapore-Plant-03,Japan,APAC,2025-06-23,42567,BATCH-18886,True,Delayed
SHP301015,MRK-1003,Immunext,NJ-Plant-01,UK,EMEA,2024-01-04,48340,BATCH-85268,True,In Transit
SHP301016,MRK-1008,Dermalyx,Ireland-Plant-02,Argentina,Latin America,2026-05-25,1636,BATCH-46469,False,Customs Hold
SHP301017,MRK-1004,Glucostat,NJ-Plant-01,Brazil,Latin America,2026-07-25,10695,BATCH-43210,False,Delivered
SHP301018,MRK-1006,Vaxishield,Singapore-Plant-03,USA,North America,2026-06-15,6282,BATCH-60927,True,Customs Hold
SHP301019,MRK-1001,Cardiozin,NJ-Plant-01,South Korea,APAC,2024-11-10,30061,BATCH-37946,False,Delivered
SHP301020,MRK-1005,Neuroplex,Ireland-Plant-02,Chile,Latin America,2026-01-28,33290,BATCH-31975,False,Delayed
SHP301021,MRK-1008,Dermalyx,NJ-Plant-01,Australia,APAC,2026-04-27,8901,BATCH-34638,False,Delayed
SHP301022,MRK-1005,Neuroplex,Singapore-Plant-03,Japan,APAC,2024-01-18,49409,BATCH-31821,False,In Transit
SHP301023,MRK-1008,Dermalyx,Singapore-Plant-03,France,EMEA,2024-03-25,35710,BATCH-99385,False,Customs Hold
SHP301024,MRK-1007,Pulmocare,NJ-Plant-01,South Korea,APAC,2025-05-05,20321,BATCH-36710,False,Delivered
SHP301025,MRK-1004,Glucostat,NJ-Plant-01,Japan,APAC,2025-06-01,44691,BATCH-11135,False,In Transit
SHP301026,MRK-1006,Vaxishield,Ireland-Plant-02,India,APAC,2024-09-30,27920,BATCH-80059,True,Delivered
SHP301027,MRK-1006,Vaxishield,Singapore-Plant-03,France,EMEA,2025-10-15,11496,BATCH-25588,True,Customs Hold
SHP301028,MRK-1006,Vaxishield,Singapore-Plant-03,Japan,APAC,2026-04-08,38336,BATCH-49791,True,Delivered
SHP301029,MRK-1003,Immunext,NJ-Plant-01,Argentina,Latin America,2025-01-04,34501,BATCH-59386,True,Customs Hold
SHP301030,MRK-1006,Vaxishield,NJ-Plant-01,UK,EMEA,2025-07-04,13969,BATCH-87017,True,In Transit
SHP301031,MRK-1005,Neuroplex,NJ-Plant-01,Mexico,North America,2026-07-01,47455,BATCH-17272,False,In Transit
SHP301032,MRK-1002,Oncavera,NJ-Plant-01,South Korea,APAC,2024-07-12,17481,BATCH-89521,False,In Transit
SHP301033,MRK-1005,Neuroplex,Ireland-Plant-02,Germany,EMEA,2025-12-06,40363,BATCH-85265,False,Customs Hold
SHP301034,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2026-01-23,7158,BATCH-18298,False,Delayed
SHP301035,MRK-1003,Immunext,NJ-Plant-01,Brazil,Latin America,2024-10-29,6442,BATCH-48760,True,Customs Hold
SHP301036,MRK-1002,Oncavera,Singapore-Plant-03,UK,EMEA,2024-03-26,22280,BATCH-56708,False,Delayed
SHP301037,MRK-1004,Glucostat,NJ-Plant-01,USA,North America,2024-11-24,15144,BATCH-34878,False,Delivered
SHP301038,MRK-1005,Neuroplex,Singapore-Plant-03,Japan,APAC,2025-04-05,29398,BATCH-21527,False,Delivered
SHP301039,MRK-1001,Cardiozin,Ireland-Plant-02,Argentina,Latin America,2025-09-20,36481,BATCH-96985,False,Delayed
SHP301040,MRK-1006,Vaxishield,Ireland-Plant-02,Argentina,Latin America,2026-01-29,46894,BATCH-41113,True,Delayed
SHP301041,MRK-1006,Vaxishield,Singapore-Plant-03,Japan,APAC,2026-03-12,37092,BATCH-34086,True,Delivered
SHP301042,MRK-1003,Immunext,Ireland-Plant-02,Chile,Latin America,2026-05-28,39687,BATCH-54727,True,In Transit
SHP301043,MRK-1001,Cardiozin,Singapore-Plant-03,Argentina,Latin America,2025-12-01,5876,BATCH-23497,False,Delivered
SHP301044,MRK-1007,Pulmocare,Singapore-Plant-03,Mexico,North America,2026-02-05,25563,BATCH-59877,False,Delivered
SHP301045,MRK-1001,Cardiozin,Singapore-Plant-03,Mexico,North America,2026-01-14,35000,BATCH-27355,False,In Transit
SHP301046,MRK-1005,Neuroplex,NJ-Plant-01,Germany,EMEA,2025-02-18,35597,BATCH-64709,False,In Transit
SHP301047,MRK-1003,Immunext,Ireland-Plant-02,Mexico,North America,2026-04-10,33216,BATCH-93628,True,Customs Hold
SHP301048,MRK-1003,Immunext,NJ-Plant-01,Chile,Latin America,2025-08-05,25499,BATCH-13994,True,In Transit
SHP301049,MRK-1005,Neuroplex,NJ-Plant-01,Chile,Latin America,2026-03-29,46926,BATCH-10508,False,Delivered
SHP301050,MRK-1006,Vaxishield,Singapore-Plant-03,UK,EMEA,2025-11-08,42059,BATCH-93040,True,Delayed
SHP301051,MRK-1008,Dermalyx,Ireland-Plant-02,UK,EMEA,2025-07-18,41610,BATCH-16443,False,In Transit
SHP301052,MRK-1003,Immunext,Singapore-Plant-03,Germany,EMEA,2024-02-17,42796,BATCH-70725,True,Delayed
SHP301053,MRK-1006,Vaxishield,NJ-Plant-01,Chile,Latin America,2024-05-11,17151,BATCH-82941,True,Customs Hold
SHP301054,MRK-1002,Oncavera,Ireland-Plant-02,France,EMEA,2024-03-31,19848,BATCH-34414,False,Delivered
SHP301055,MRK-1006,Vaxishield,Singapore-Plant-03,Mexico,North America,2024-05-30,41902,BATCH-62354,True,Delivered
SHP301056,MRK-1007,Pulmocare,NJ-Plant-01,Canada,North America,2025-07-19,2379,BATCH-33845,False,Delayed
SHP301057,MRK-1001,Cardiozin,Ireland-Plant-02,Argentina,Latin America,2026-05-17,20189,BATCH-44536,False,Customs Hold
SHP301058,MRK-1007,Pulmocare,NJ-Plant-01,Japan,APAC,2026-01-05,38482,BATCH-43708,False,Delivered
SHP301059,MRK-1006,Vaxishield,NJ-Plant-01,Argentina,Latin America,2025-12-05,17512,BATCH-14623,True,Delivered
SHP301060,MRK-1007,Pulmocare,NJ-Plant-01,Australia,APAC,2025-03-17,9317,BATCH-77478,False,Customs Hold
SHP301061,MRK-1008,Dermalyx,Singapore-Plant-03,Argentina,Latin America,2025-03-11,46195,BATCH-91715,False,In Transit
SHP301062,MRK-1002,Oncavera,Ireland-Plant-02,South Africa,EMEA,2025-11-05,3938,BATCH-94823,False,In Transit
SHP301063,MRK-1003,Immunext,NJ-Plant-01,USA,North America,2024-04-10,48139,BATCH-82877,True,Customs Hold
SHP301064,MRK-1001,Cardiozin,Ireland-Plant-02,South Korea,APAC,2026-04-30,39108,BATCH-97216,False,Customs Hold
SHP301065,MRK-1002,Oncavera,NJ-Plant-01,USA,North America,2025-06-05,1592,BATCH-53158,False,Delivered
SHP301066,MRK-1005,Neuroplex,Singapore-Plant-03,India,APAC,2025-07-27,11542,BATCH-84650,False,Delayed
SHP301067,MRK-1005,Neuroplex,NJ-Plant-01,Mexico,North America,2025-12-29,49880,BATCH-44028,False,Customs Hold
SHP301068,MRK-1001,Cardiozin,NJ-Plant-01,India,APAC,2024-11-11,29368,BATCH-83504,False,In Transit
SHP301069,MRK-1006,Vaxishield,NJ-Plant-01,Mexico,North America,2025-02-22,31579,BATCH-93834,True,Delivered
SHP301070,MRK-1006,Vaxishield,Ireland-Plant-02,UK,EMEA,2025-11-04,48351,BATCH-74674,True,Delivered
SHP301071,MRK-1005,Neuroplex,Ireland-Plant-02,Chile,Latin America,2025-06-25,49534,BATCH-53480,False,Customs Hold
SHP301072,MRK-1003,Immunext,Singapore-Plant-03,France,EMEA,2026-03-03,43985,BATCH-80096,True,In Transit
SHP301073,MRK-1003,Immunext,Singapore-Plant-03,Germany,EMEA,2026-02-17,7760,BATCH-38617,True,In Transit
SHP301074,MRK-1004,Glucostat,Singapore-Plant-03,India,APAC,2024-02-12,29125,BATCH-77402,False,Delayed
SHP301075,MRK-1007,Pulmocare,Singapore-Plant-03,South Korea,APAC,2025-05-11,27337,BATCH-74908,False,Delivered
SHP301076,MRK-1007,Pulmocare,NJ-Plant-01,Australia,APAC,2026-03-31,36653,BATCH-72866,False,Delayed
SHP301077,MRK-1005,Neuroplex,NJ-Plant-01,South Korea,APAC,2024-12-08,10104,BATCH-40284,False,Delayed
SHP301078,MRK-1004,Glucostat,Singapore-Plant-03,Canada,North America,2024-11-26,23084,BATCH-53221,False,In Transit
SHP301079,MRK-1008,Dermalyx,Singapore-Plant-03,South Korea,APAC,2024-10-10,6200,BATCH-18437,False,Delayed
SHP301080,MRK-1007,Pulmocare,NJ-Plant-01,South Africa,EMEA,2025-03-30,21683,BATCH-95447,False,Delivered
SHP301081,MRK-1008,Dermalyx,Ireland-Plant-02,Argentina,Latin America,2024-12-08,15181,BATCH-90363,False,Customs Hold
SHP301082,MRK-1006,Vaxishield,Singapore-Plant-03,Japan,APAC,2026-02-24,23974,BATCH-67125,True,Delayed
SHP301083,MRK-1002,Oncavera,Ireland-Plant-02,Argentina,Latin America,2025-06-26,39746,BATCH-41140,False,Delivered
SHP301084,MRK-1001,Cardiozin,NJ-Plant-01,France,EMEA,2026-01-24,33550,BATCH-17998,False,Delivered
SHP301085,MRK-1007,Pulmocare,Ireland-Plant-02,Germany,EMEA,2024-03-28,48761,BATCH-85445,False,Customs Hold
SHP301086,MRK-1003,Immunext,Singapore-Plant-03,France,EMEA,2024-05-28,8774,BATCH-46800,True,In Transit
SHP301087,MRK-1005,Neuroplex,Singapore-Plant-03,South Africa,EMEA,2025-01-25,27383,BATCH-16398,False,Delayed
